artist,title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Britney Spears,3,0.697,0.709,5,-1.917,0,0.0455,0.0452,0,0.138,0.787,134.91,audio_features,6pymOcrCnMuCWdgGVTvUgP,spotify:track:6pymOcrCnMuCWdgGVTvUgP,https://api.spotify.com/v1/tracks/6pymOcrCnMuCWdgGVTvUgP,https://api.spotify.com/v1/audio-analysis/6pymOcrCnMuCWdgGVTvUgP,213173,4
The McCoys,Hang On Sloopy,0.765,0.516,7,-12.099,1,0.0334,0.167,0,0.0723,0.936,115.248,audio_features,0i7O5MtSTXvR4BEY7stpjF,spotify:track:0i7O5MtSTXvR4BEY7stpjF,https://api.spotify.com/v1/tracks/0i7O5MtSTXvR4BEY7stpjF,https://api.spotify.com/v1/audio-analysis/0i7O5MtSTXvR4BEY7stpjF,231800,4
R Kelly,If I Could Turn Back the Hands of Time,0.505,0.411,8,-8.273,1,0.0255,0.677,1.23e-05,0.0605,0.124,80.948,audio_features,7tNU9Ax7hzHA4nzo57aZb3,spotify:track:7tNU9Ax7hzHA4nzo57aZb3,https://api.spotify.com/v1/tracks/7tNU9Ax7hzHA4nzo57aZb3,https://api.spotify.com/v1/audio-analysis/7tNU9Ax7hzHA4nzo57aZb3,378573,3
Jimmy Jones,Good Timin',0.552,0.562,3,-7.682,1,0.0412,0.609,0.000125,0.093,0.971,147.384,audio_features,52BR7Vx8Zh3BENnHztAE5Q,spotify:track:52BR7Vx8Zh3BENnHztAE5Q,https://api.spotify.com/v1/tracks/52BR7Vx8Zh3BENnHztAE5Q,https://api.spotify.com/v1/audio-analysis/52BR7Vx8Zh3BENnHztAE5Q,128480,4
Rod Stewart,Passion,0.692,0.525,9,-12.691,1,0.0373,0.0212,0.0019,0.0944,0.0879,103.679,audio_features,0vZCwj0Mq5uS8GwSIYo6Y7,spotify:track:0vZCwj0Mq5uS8GwSIYo6Y7,https://api.spotify.com/v1/tracks/0vZCwj0Mq5uS8GwSIYo6Y7,https://api.spotify.com/v1/audio-analysis/0vZCwj0Mq5uS8GwSIYo6Y7,333200,4
Christopher Cross,Sailing,0.469,0.382,2,-13.203,1,0.0374,0.364,0.00025,0.36,0.178,149.994,audio_features,6Hu6dzwlvoyg3zBUC8k4BK,spotify:track:6Hu6dzwlvoyg3zBUC8k4BK,https://api.spotify.com/v1/tracks/6Hu6dzwlvoyg3zBUC8k4BK,https://api.spotify.com/v1/audio-analysis/6Hu6dzwlvoyg3zBUC8k4BK,256147,4
Benny Goodman,Jersey Bounce,0.751,0.287,7,-12.014,0,0.0392,0.958,0.525,0.142,0.604,132.488,audio_features,6xYEKcamazcM0eW99lcJXD,spotify:track:6xYEKcamazcM0eW99lcJXD,https://api.spotify.com/v1/tracks/6xYEKcamazcM0eW99lcJXD,https://api.spotify.com/v1/audio-analysis/6xYEKcamazcM0eW99lcJXD,172933,4
Robbie Williams & Nicole Kidman,Somethin' Stupid,0.653,0.606,7,-9.53,1,0.0253,0.459,2.63e-06,0.148,0.674,106.184,audio_features,0HhhWqYIqihuvYjJcXFNIG,spotify:track:0HhhWqYIqihuvYjJcXFNIG,https://api.spotify.com/v1/tracks/0HhhWqYIqihuvYjJcXFNIG,https://api.spotify.com/v1/audio-analysis/0HhhWqYIqihuvYjJcXFNIG,170992,4
10CC,Dreadlock Holiday,0.837,0.38,7,-13.341,0,0.064,0.541,0.00789,0.198,0.892,104.995,audio_features,1LOZMYF5s8qhW7Rv4w2gun,spotify:track:1LOZMYF5s8qhW7Rv4w2gun,https://api.spotify.com/v1/tracks/1LOZMYF5s8qhW7Rv4w2gun,https://api.spotify.com/v1/audio-analysis/1LOZMYF5s8qhW7Rv4w2gun,267947,4
Neil Diamond,I Am... I Said,0.246,0.375,10,-14.409,1,0.0272,0.141,4.97e-06,0.109,0.511,90.53,audio_features,4wOKTOwGVrie2GIbCMEe7U,spotify:track:4wOKTOwGVrie2GIbCMEe7U,https://api.spotify.com/v1/tracks/4wOKTOwGVrie2GIbCMEe7U,https://api.spotify.com/v1/audio-analysis/4wOKTOwGVrie2GIbCMEe7U,213200,4
George Harrison,All Those Years Ago,0.555,0.639,2,-6.832,1,0.033,0.137,1.99e-05,0.0733,0.518,125.77,audio_features,32fKHW6Eac4yBXn9WY7Aic,spotify:track:32fKHW6Eac4yBXn9WY7Aic,https://api.spotify.com/v1/tracks/32fKHW6Eac4yBXn9WY7Aic,https://api.spotify.com/v1/audio-analysis/32fKHW6Eac4yBXn9WY7Aic,227320,4
Hoagy Carmichael,Stardust,0.658,0.0542,8,-19.427,1,0.0596,0.96,0.106,0.106,0.345,90.138,audio_features,0VX8ptOQhUt1SIOHYLZGNN,spotify:track:0VX8ptOQhUt1SIOHYLZGNN,https://api.spotify.com/v1/tracks/0VX8ptOQhUt1SIOHYLZGNN,https://api.spotify.com/v1/audio-analysis/0VX8ptOQhUt1SIOHYLZGNN,146347,4
Elvis Presley,One Night,0.206,0.865,4,-10.77,1,0.154,0.823,0.882,0.75,0.59,91.01,audio_features,6zGg2IF0FJYXRaOTPGWa24,spotify:track:6zGg2IF0FJYXRaOTPGWa24,https://api.spotify.com/v1/tracks/6zGg2IF0FJYXRaOTPGWa24,https://api.spotify.com/v1/audio-analysis/6zGg2IF0FJYXRaOTPGWa24,185853,4
Whigfield,Saturday Night,0.728,0.784,11,-11.776,1,0.0379,0.0449,0.0918,0.0964,0.964,129.981,audio_features,59VRFpPnC8pOhIH2WCWXF9,spotify:track:59VRFpPnC8pOhIH2WCWXF9,https://api.spotify.com/v1/tracks/59VRFpPnC8pOhIH2WCWXF9,https://api.spotify.com/v1/audio-analysis/59VRFpPnC8pOhIH2WCWXF9,247406,4
Tone Loc,Wild Thing,0.943,0.685,7,-11.903,1,0.188,0.000507,8.56e-06,0.0604,0.813,125.515,audio_features,0gljI0CtjpdZK6ecidfxto,spotify:track:0gljI0CtjpdZK6ecidfxto,https://api.spotify.com/v1/tracks/0gljI0CtjpdZK6ecidfxto,https://api.spotify.com/v1/audio-analysis/0gljI0CtjpdZK6ecidfxto,263573,4
Montell Jordan,This is How We Do It,0.799,0.623,0,-9.374,1,0.0812,0.0141,0,0.43,0.773,103.649,audio_features,6uQKuonTU8VKBz5SHZuQXD,spotify:track:6uQKuonTU8VKBz5SHZuQXD,https://api.spotify.com/v1/tracks/6uQKuonTU8VKBz5SHZuQXD,https://api.spotify.com/v1/audio-analysis/6uQKuonTU8VKBz5SHZuQXD,238800,4
Pat Benatar,Love is a Battlefield,0.669,0.633,2,-11.903,0,0.049,0.0137,0.0178,0.0979,0.862,90.626,audio_features,4wYqPn3Kg3vZrkVgW2oqAG,spotify:track:4wYqPn3Kg3vZrkVgW2oqAG,https://api.spotify.com/v1/tracks/4wYqPn3Kg3vZrkVgW2oqAG,https://api.spotify.com/v1/audio-analysis/4wYqPn3Kg3vZrkVgW2oqAG,245400,4
Phil Collins,I Wish it Would Rain Down,0.51,0.667,8,-4.715,1,0.0294,0.292,0.00683,0.313,0.356,125.887,audio_features,4F2t297QK40XFcIHqkmLHs,spotify:track:4F2t297QK40XFcIHqkmLHs,https://api.spotify.com/v1/tracks/4F2t297QK40XFcIHqkmLHs,https://api.spotify.com/v1/audio-analysis/4F2t297QK40XFcIHqkmLHs,327747,4
Chris Andrews,Yesterday Man,0.733,0.84,0,-4.208,1,0.0333,0.00752,0,0.142,0.798,107.932,audio_features,5BCcTvJhJ2cEAM9IUSh7vI,spotify:track:5BCcTvJhJ2cEAM9IUSh7vI,https://api.spotify.com/v1/tracks/5BCcTvJhJ2cEAM9IUSh7vI,https://api.spotify.com/v1/audio-analysis/5BCcTvJhJ2cEAM9IUSh7vI,174880,4
Atlantic Starr,Always,0.613,0.484,0,-9.162,1,0.0251,0.25,2.11e-06,0.195,0.31,131.25,audio_features,5ecomU85GzPgOJZ315oZ88,spotify:track:5ecomU85GzPgOJZ315oZ88,https://api.spotify.com/v1/tracks/5ecomU85GzPgOJZ315oZ88,https://api.spotify.com/v1/audio-analysis/5ecomU85GzPgOJZ315oZ88,286973,4
Bob Moore,Mexico,0.57,0.822,2,-5.66,1,0.0254,0.185,0.913,0.159,0.978,86.536,audio_features,4qJHfRDxO6tZqb67VqRQMz,spotify:track:4qJHfRDxO6tZqb67VqRQMz,https://api.spotify.com/v1/tracks/4qJHfRDxO6tZqb67VqRQMz,https://api.spotify.com/v1/audio-analysis/4qJHfRDxO6tZqb67VqRQMz,156440,4
Atomic Kitten,The Tide is High (Get the Feeling),0.783,0.649,7,-4.127,1,0.0322,0.0209,0.00482,0.067,0.665,103.997,audio_features,1QhSB9L9M5eZQhW4RNOhXK,spotify:track:1QhSB9L9M5eZQhW4RNOhXK,https://api.spotify.com/v1/tracks/1QhSB9L9M5eZQhW4RNOhXK,https://api.spotify.com/v1/audio-analysis/1QhSB9L9M5eZQhW4RNOhXK,206093,4
Corona,Rhythm of the Night,0.688,0.782,5,-12.291,0,0.034,0.000235,0.666,0.0955,0.77,127.822,audio_features,5IPJsGFKtxKDPCkT8lhEjN,spotify:track:5IPJsGFKtxKDPCkT8lhEjN,https://api.spotify.com/v1/tracks/5IPJsGFKtxKDPCkT8lhEjN,https://api.spotify.com/v1/audio-analysis/5IPJsGFKtxKDPCkT8lhEjN,264307,4
Sean Paul,We Be Burnin',0.95,0.803,1,-4.195,1,0.151,0.145,0,0.0748,0.86,117.0,audio_features,4kOTDj4SiZPkW1p96WMDNv,spotify:track:4kOTDj4SiZPkW1p96WMDNv,https://api.spotify.com/v1/tracks/4kOTDj4SiZPkW1p96WMDNv,https://api.spotify.com/v1/audio-analysis/4kOTDj4SiZPkW1p96WMDNv,213066,4
Eric Carmen,All By Myself,0.376,0.373,7,-9.184,0,0.0305,0.827,0.832,0.15,0.111,116.074,audio_features,0AQqrtK1pULuwZUXhwaaDz,spotify:track:0AQqrtK1pULuwZUXhwaaDz,https://api.spotify.com/v1/tracks/0AQqrtK1pULuwZUXhwaaDz,https://api.spotify.com/v1/audio-analysis/0AQqrtK1pULuwZUXhwaaDz,430000,4
Frank Sinatra,Love & Marriage,0.711,0.228,10,-10.564,1,0.0319,0.858,0,0.121,0.633,110.944,audio_features,2kKvwBX4Qsn1CpbqjtNyad,spotify:track:2kKvwBX4Qsn1CpbqjtNyad,https://api.spotify.com/v1/tracks/2kKvwBX4Qsn1CpbqjtNyad,https://api.spotify.com/v1/audio-analysis/2kKvwBX4Qsn1CpbqjtNyad,157760,4
Silk,Freak Me,0.697,0.608,4,-10.976,0,0.0463,0.0295,0,0.276,0.725,133.879,audio_features,5CdJveJgiGXoGwDFqF6afp,spotify:track:5CdJveJgiGXoGwDFqF6afp,https://api.spotify.com/v1/tracks/5CdJveJgiGXoGwDFqF6afp,https://api.spotify.com/v1/audio-analysis/5CdJveJgiGXoGwDFqF6afp,274533,4
Maxine Nightingale,Right Back Where We Started From,0.692,0.653,5,-5.715,1,0.0392,0.49,0.00656,0.455,0.901,148.017,audio_features,6208B8Utmd2fTqgGMjeNr6,spotify:track:6208B8Utmd2fTqgGMjeNr6,https://api.spotify.com/v1/tracks/6208B8Utmd2fTqgGMjeNr6,https://api.spotify.com/v1/audio-analysis/6208B8Utmd2fTqgGMjeNr6,192267,4
Engelbert Humperdinck,A Man Without Love,0.538,0.467,2,-9.589,1,0.0327,0.637,0,0.115,0.507,111.766,audio_features,0oUBuOO4g9P4lREqfqR5nq,spotify:track:0oUBuOO4g9P4lREqfqR5nq,https://api.spotify.com/v1/tracks/0oUBuOO4g9P4lREqfqR5nq,https://api.spotify.com/v1/audio-analysis/0oUBuOO4g9P4lREqfqR5nq,203133,4
The Easybeats,Friday On My Mind,0.374,0.991,9,-1.101,1,0.0813,0.38,0.000719,0.0929,0.51,95.105,audio_features,2CT08rpgdut8qQs7IAzMGi,spotify:track:2CT08rpgdut8qQs7IAzMGi,https://api.spotify.com/v1/tracks/2CT08rpgdut8qQs7IAzMGi,https://api.spotify.com/v1/audio-analysis/2CT08rpgdut8qQs7IAzMGi,163293,4
Deniece Williams,Let's Hear it For the Boy,0.808,0.485,0,-8.829,1,0.056,0.0761,0.00414,0.0477,0.714,122.659,audio_features,4VyU9Tg4drTj2mOUZHSK2u,spotify:track:4VyU9Tg4drTj2mOUZHSK2u,https://api.spotify.com/v1/tracks/4VyU9Tg4drTj2mOUZHSK2u,https://api.spotify.com/v1/audio-analysis/4VyU9Tg4drTj2mOUZHSK2u,262440,4
Joe Cocker,With a Little Help From My Friends,0.307,0.43,2,-11.333,1,0.0629,0.288,0.000994,0.0988,0.305,145.224,audio_features,0YZ3J8xzGwLOg4yEgST1YK,spotify:track:0YZ3J8xzGwLOg4yEgST1YK,https://api.spotify.com/v1/tracks/0YZ3J8xzGwLOg4yEgST1YK,https://api.spotify.com/v1/audio-analysis/0YZ3J8xzGwLOg4yEgST1YK,312173,3
Andrea True Connection,"More, More, More",0.663,0.792,0,-5.476,1,0.0311,0.517,0.000139,0.111,0.847,103.009,audio_features,4hepyFFOO9I7oZCNn3T2sz,spotify:track:4hepyFFOO9I7oZCNn3T2sz,https://api.spotify.com/v1/tracks/4hepyFFOO9I7oZCNn3T2sz,https://api.spotify.com/v1/audio-analysis/4hepyFFOO9I7oZCNn3T2sz,222613,4
US3,Cantaloop (Flip Fantasia),0.852,0.655,5,-11.498,0,0.0645,0.107,2.07e-05,0.137,0.952,115.962,audio_features,2AnTuxahfcAS7dGxGZnihY,spotify:track:2AnTuxahfcAS7dGxGZnihY,https://api.spotify.com/v1/tracks/2AnTuxahfcAS7dGxGZnihY,https://api.spotify.com/v1/audio-analysis/2AnTuxahfcAS7dGxGZnihY,279360,4
Eminem,When I'm Gone,0.608,0.745,10,-5.496,0,0.365,0.0551,0,0.27,0.725,150.068,audio_features,2lRI7n5b9jlPYsEpRuots6,spotify:track:2lRI7n5b9jlPYsEpRuots6,https://api.spotify.com/v1/tracks/2lRI7n5b9jlPYsEpRuots6,https://api.spotify.com/v1/audio-analysis/2lRI7n5b9jlPYsEpRuots6,281120,4
The Beatles,Love Me Do,0.52,0.829,0,-6.228,1,0.0806,0.386,6.2e-05,0.227,0.744,147.997,audio_features,3VbGCXWRiouAq8VyMYN2MI,spotify:track:3VbGCXWRiouAq8VyMYN2MI,https://api.spotify.com/v1/tracks/3VbGCXWRiouAq8VyMYN2MI,https://api.spotify.com/v1/audio-analysis/3VbGCXWRiouAq8VyMYN2MI,141693,4
Perry Como,Catch a Falling Star,0.7,0.189,7,-15.412,1,0.0795,0.798,0,0.136,0.561,119.522,audio_features,1pBJCt9keWDrIQYu51T6py,spotify:track:1pBJCt9keWDrIQYu51T6py,https://api.spotify.com/v1/tracks/1pBJCt9keWDrIQYu51T6py,https://api.spotify.com/v1/audio-analysis/1pBJCt9keWDrIQYu51T6py,149093,4
Original Dixieland Jazz Band,Tiger Rag,0.708,0.516,5,-10.022,0,0.247,0.942,0.919,0.053,0.884,128.535,audio_features,4lpABAEz6pviy9jbCRyEhU,spotify:track:4lpABAEz6pviy9jbCRyEhU,https://api.spotify.com/v1/tracks/4lpABAEz6pviy9jbCRyEhU,https://api.spotify.com/v1/audio-analysis/4lpABAEz6pviy9jbCRyEhU,166893,4
Baby Bash,Suga Suga,0.662,0.748,5,-3.041,0,0.268,0.688,8.43e-06,0.0841,0.535,82.331,audio_features,6Nq5lE0CeOAAAqN4qhkbZU,spotify:track:6Nq5lE0CeOAAAqN4qhkbZU,https://api.spotify.com/v1/tracks/6Nq5lE0CeOAAAqN4qhkbZU,https://api.spotify.com/v1/audio-analysis/6Nq5lE0CeOAAAqN4qhkbZU,239027,4
Cliff Richard,Lucky Lips,0.686,0.481,4,-12.25,1,0.045,0.793,0,0.216,0.902,144.862,audio_features,4xHXqIwdjXRYJvwT8HNByt,spotify:track:4xHXqIwdjXRYJvwT8HNByt,https://api.spotify.com/v1/tracks/4xHXqIwdjXRYJvwT8HNByt,https://api.spotify.com/v1/audio-analysis/4xHXqIwdjXRYJvwT8HNByt,163840,4
Sylvers,Boogie Fever,0.917,0.823,7,-8.445,0,0.0368,0.167,0.000945,0.0258,0.969,132.56,audio_features,3FZB0xezeoc1ddx72eg7iF,spotify:track:3FZB0xezeoc1ddx72eg7iF,https://api.spotify.com/v1/tracks/3FZB0xezeoc1ddx72eg7iF,https://api.spotify.com/v1/audio-analysis/3FZB0xezeoc1ddx72eg7iF,211413,4
Franz Ferdinand,Take Me Out,0.277,0.663,4,-8.821,0,0.0377,0.000409,0.00051,0.136,0.527,104.561,audio_features,20I8RduZC2PWMWTDCZuuAN,spotify:track:20I8RduZC2PWMWTDCZuuAN,https://api.spotify.com/v1/tracks/20I8RduZC2PWMWTDCZuuAN,https://api.spotify.com/v1/audio-analysis/20I8RduZC2PWMWTDCZuuAN,237027,4
Daft Punk,One More Time,0.613,0.697,2,-8.618,1,0.133,0.0194,0,0.332,0.476,122.746,audio_features,0DiWol3AO6WpXZgp0goxAV,spotify:track:0DiWol3AO6WpXZgp0goxAV,https://api.spotify.com/v1/tracks/0DiWol3AO6WpXZgp0goxAV,https://api.spotify.com/v1/audio-analysis/0DiWol3AO6WpXZgp0goxAV,320357,4
Samantha Mumba,Gotta Tell You,0.739,0.75,0,-4.513,0,0.0278,0.205,0,0.157,0.758,109.983,audio_features,1rj0XawWJNisX7SGYexowJ,spotify:track:1rj0XawWJNisX7SGYexowJ,https://api.spotify.com/v1/tracks/1rj0XawWJNisX7SGYexowJ,https://api.spotify.com/v1/audio-analysis/1rj0XawWJNisX7SGYexowJ,200160,4
Underworld,Born Slippy,0.576,0.953,10,-8.968,1,0.0362,0.00106,0.49,0.474,0.303,140.042,audio_features,7xQYVjs4wZNdCwO0EeAWMC,spotify:track:7xQYVjs4wZNdCwO0EeAWMC,https://api.spotify.com/v1/tracks/7xQYVjs4wZNdCwO0EeAWMC,https://api.spotify.com/v1/audio-analysis/7xQYVjs4wZNdCwO0EeAWMC,456480,4
Eddie Cochran,Summertime Blues,0.714,0.886,11,-8.629,0,0.0554,0.116,0.184,0.18,0.954,156.351,audio_features,3oAWTk92mZBxKBOKf8mR5v,spotify:track:3oAWTk92mZBxKBOKf8mR5v,https://api.spotify.com/v1/tracks/3oAWTk92mZBxKBOKf8mR5v,https://api.spotify.com/v1/audio-analysis/3oAWTk92mZBxKBOKf8mR5v,119360,4
Robin Beck,First Time,0.547,0.638,9,-7.08,0,0.0276,0.466,0,0.0869,0.321,98.075,audio_features,2C0lcGxxPbNaEDA0YN0Sd4,spotify:track:2C0lcGxxPbNaEDA0YN0Sd4,https://api.spotify.com/v1/tracks/2C0lcGxxPbNaEDA0YN0Sd4,https://api.spotify.com/v1/audio-analysis/2C0lcGxxPbNaEDA0YN0Sd4,196667,4
"Nelly, P Diddy & Murphy Lee",Shake Ya Tailfeather,0.527,0.808,1,-4.749,1,0.295,0.176,0,0.169,0.907,87.025,audio_features,1lKS7SZQ7r5vOChLwJurmm,spotify:track:1lKS7SZQ7r5vOChLwJurmm,https://api.spotify.com/v1/tracks/1lKS7SZQ7r5vOChLwJurmm,https://api.spotify.com/v1/audio-analysis/1lKS7SZQ7r5vOChLwJurmm,293667,4
The Flamingos,I Only Have Eyes For You,0.552,0.313,5,-12.41,1,0.0296,0.916,0.0017,0.12,0.303,88.554,audio_features,3YdKJzcoMZMacISlpY4QoP,spotify:track:3YdKJzcoMZMacISlpY4QoP,https://api.spotify.com/v1/tracks/3YdKJzcoMZMacISlpY4QoP,https://api.spotify.com/v1/audio-analysis/3YdKJzcoMZMacISlpY4QoP,202773,3
Elton John,Little Jeannie,0.616,0.444,10,-14.224,1,0.0276,0.461,0.000115,0.0847,0.763,143.805,audio_features,19Kf8FxBJ5a1Bb8uKCrIIe,spotify:track:19Kf8FxBJ5a1Bb8uKCrIIe,https://api.spotify.com/v1/tracks/19Kf8FxBJ5a1Bb8uKCrIIe,https://api.spotify.com/v1/audio-analysis/19Kf8FxBJ5a1Bb8uKCrIIe,313187,4
Whitney Houston,How Will I Know,0.761,0.739,6,-3.591,1,0.0369,0.178,3.35e-06,0.23,0.656,118.997,audio_features,79wbJeLkXOlJh4AzaWCWfL,spotify:track:79wbJeLkXOlJh4AzaWCWfL,https://api.spotify.com/v1/tracks/79wbJeLkXOlJh4AzaWCWfL,https://api.spotify.com/v1/audio-analysis/79wbJeLkXOlJh4AzaWCWfL,213436,4
Far East Movement,Like a g6,0.435,0.837,3,-8.126,1,0.449,0.00676,0,0.117,0.778,124.913,audio_features,4DvhkX2ic4zWkQeWMwQ2qf,spotify:track:4DvhkX2ic4zWkQeWMwQ2qf,https://api.spotify.com/v1/tracks/4DvhkX2ic4zWkQeWMwQ2qf,https://api.spotify.com/v1/audio-analysis/4DvhkX2ic4zWkQeWMwQ2qf,216893,4
Eagles,New Kid in Town,0.649,0.425,4,-9.811,1,0.0267,0.378,0.0013,0.108,0.651,107.383,audio_features,6Zyz8lsnMFpIrCTuvGurCB,spotify:track:6Zyz8lsnMFpIrCTuvGurCB,https://api.spotify.com/v1/tracks/6Zyz8lsnMFpIrCTuvGurCB,https://api.spotify.com/v1/audio-analysis/6Zyz8lsnMFpIrCTuvGurCB,304926,4
Nat King Cole,Ramblin' Rose,0.431,0.379,9,-8.615,1,0.0267,0.794,0,0.303,0.31,97.061,audio_features,6bZlab0NrNteVppLu9C2Zy,spotify:track:6bZlab0NrNteVppLu9C2Zy,https://api.spotify.com/v1/tracks/6bZlab0NrNteVppLu9C2Zy,https://api.spotify.com/v1/audio-analysis/6bZlab0NrNteVppLu9C2Zy,167853,4
Prince,1999,0.864,0.826,10,-5.496,1,0.0814,0.23,2.36e-06,0.0663,0.596,118.955,audio_features,2QSUyofqpGDCo026OPiTBQ,spotify:track:2QSUyofqpGDCo026OPiTBQ,https://api.spotify.com/v1/tracks/2QSUyofqpGDCo026OPiTBQ,https://api.spotify.com/v1/audio-analysis/2QSUyofqpGDCo026OPiTBQ,373747,4
Miley Cyrus,Wrecking Ball,0.53,0.422,5,-6.262,1,0.0342,0.407,0,0.107,0.349,119.964,audio_features,2vwlzO0Qp8kfEtzTsCXfyE,spotify:track:2vwlzO0Qp8kfEtzTsCXfyE,https://api.spotify.com/v1/tracks/2vwlzO0Qp8kfEtzTsCXfyE,https://api.spotify.com/v1/audio-analysis/2vwlzO0Qp8kfEtzTsCXfyE,221360,4
Heavy D & The Boyz,Now That We Found Love,0.744,0.697,8,-14.753,1,0.0631,0.039,0,0.171,0.683,119.955,audio_features,1KONmY3enP3r3nIPQidWAy,spotify:track:1KONmY3enP3r3nIPQidWAy,https://api.spotify.com/v1/tracks/1KONmY3enP3r3nIPQidWAy,https://api.spotify.com/v1/audio-analysis/1KONmY3enP3r3nIPQidWAy,258200,4
Donovan,Hurdy Gurdy Man,0.405,0.463,0,-16.167,1,0.0542,0.00379,0.0442,0.392,0.542,79.451,audio_features,7AL6qzIDHIX7pEUWrzNiIs,spotify:track:7AL6qzIDHIX7pEUWrzNiIs,https://api.spotify.com/v1/tracks/7AL6qzIDHIX7pEUWrzNiIs,https://api.spotify.com/v1/audio-analysis/7AL6qzIDHIX7pEUWrzNiIs,193467,4
Huey Lewis & The News,Stuck With You,0.704,0.544,4,-11.402,0,0.026,0.0873,1.66e-05,0.041,0.628,120.717,audio_features,2cFl7utlqyZjCXN1G5nRvA,spotify:track:2cFl7utlqyZjCXN1G5nRvA,https://api.spotify.com/v1/tracks/2cFl7utlqyZjCXN1G5nRvA,https://api.spotify.com/v1/audio-analysis/2cFl7utlqyZjCXN1G5nRvA,269573,4
Shakira,La Tortura,0.74,0.783,0,-5.367,1,0.0427,0.0297,0.000308,0.123,0.812,100.011,audio_features,5BSclXJTa9B0iURhUjZo50,spotify:track:5BSclXJTa9B0iURhUjZo50,https://api.spotify.com/v1/tracks/5BSclXJTa9B0iURhUjZo50,https://api.spotify.com/v1/audio-analysis/5BSclXJTa9B0iURhUjZo50,212893,4
Yvonne Elliman,If I Can't Have You,0.616,0.681,11,-10.773,1,0.0416,0.102,1.47e-06,0.296,0.811,109.454,audio_features,0QjPiq9Wka9I1b4uzWETYI,spotify:track:0QjPiq9Wka9I1b4uzWETYI,https://api.spotify.com/v1/tracks/0QjPiq9Wka9I1b4uzWETYI,https://api.spotify.com/v1/audio-analysis/0QjPiq9Wka9I1b4uzWETYI,180160,4
Mariah Carey,Touch My Body,0.714,0.665,4,-7.736,0,0.0509,0.0996,0,0.226,0.842,78.515,audio_features,2aEuXA1KswHlCGPOuPmCOW,spotify:track:2aEuXA1KswHlCGPOuPmCOW,https://api.spotify.com/v1/tracks/2aEuXA1KswHlCGPOuPmCOW,https://api.spotify.com/v1/audio-analysis/2aEuXA1KswHlCGPOuPmCOW,204733,4
Salt-N-Pepa,Let's Talk About Sex,0.863,0.543,6,-13.497,1,0.13,0.0507,0,0.241,0.799,106.929,audio_features,6hTBP6QLwJdxbKyLlLXrGo,spotify:track:6hTBP6QLwJdxbKyLlLXrGo,https://api.spotify.com/v1/tracks/6hTBP6QLwJdxbKyLlLXrGo,https://api.spotify.com/v1/audio-analysis/6hTBP6QLwJdxbKyLlLXrGo,213267,4
Elton John,Sacrifice,0.756,0.422,11,-12.967,0,0.0292,0.0165,0.00183,0.0368,0.487,112.751,audio_features,0e3yhVeNaTfKIWQRw9U9sY,spotify:track:0e3yhVeNaTfKIWQRw9U9sY,https://api.spotify.com/v1/tracks/0e3yhVeNaTfKIWQRw9U9sY,https://api.spotify.com/v1/audio-analysis/0e3yhVeNaTfKIWQRw9U9sY,304133,4
Cheap Trick,The Flame,0.629,0.581,4,-11.856,1,0.027,0.513,2.06e-06,0.0755,0.359,97.074,audio_features,528CAH5pTLq86oZ52fHifA,spotify:track:528CAH5pTLq86oZ52fHifA,https://api.spotify.com/v1/tracks/528CAH5pTLq86oZ52fHifA,https://api.spotify.com/v1/audio-analysis/528CAH5pTLq86oZ52fHifA,338800,4
Richard Harris,MacArthur Park,0.246,0.343,10,-15.643,1,0.0303,0.796,0.483,0.143,0.374,170.276,audio_features,5DBEFajBEaHgbbwe7oN0KP,spotify:track:5DBEFajBEaHgbbwe7oN0KP,https://api.spotify.com/v1/tracks/5DBEFajBEaHgbbwe7oN0KP,https://api.spotify.com/v1/audio-analysis/5DBEFajBEaHgbbwe7oN0KP,450107,3
Dinah Shore,Dear Hearts & Gentle People,0.842,0.0986,0,-16.111,1,0.0441,0.917,0,0.101,0.717,99.365,audio_features,2BkVM63iVGP6wFNbUvvL6r,spotify:track:2BkVM63iVGP6wFNbUvvL6r,https://api.spotify.com/v1/tracks/2BkVM63iVGP6wFNbUvvL6r,https://api.spotify.com/v1/audio-analysis/2BkVM63iVGP6wFNbUvvL6r,160640,5
Les Baxter & his Orchestra,Unchained Melody,0.242,0.209,7,-13.017,1,0.0324,0.206,0.0289,0.139,0.221,93.267,audio_features,4dnbvB2Y3cZncApCwowEQx,spotify:track:4dnbvB2Y3cZncApCwowEQx,https://api.spotify.com/v1/tracks/4dnbvB2Y3cZncApCwowEQx,https://api.spotify.com/v1/audio-analysis/4dnbvB2Y3cZncApCwowEQx,153373,4
Nina Sky,Move Ya Body,0.87,0.712,11,-6.313,0,0.0432,0.0202,0.000331,0.0576,0.877,121.057,audio_features,2ndnVdR8si7CW9T8vJRHyW,spotify:track:2ndnVdR8si7CW9T8vJRHyW,https://api.spotify.com/v1/tracks/2ndnVdR8si7CW9T8vJRHyW,https://api.spotify.com/v1/audio-analysis/2ndnVdR8si7CW9T8vJRHyW,232000,4
